@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
NULL,NULL,that,DT,short,JJ,NULL,NULL,dropped,VBD,to,TO,5
NULL,NULL,amex,NP,short,JJ,NULL,NULL,climbed,VBD,NULL,NULL,5
NULL,NULL,amex,NP,short,JJ,NULL,NULL,has,VBZ,been,VBN,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,is,VBZ,NULL,NULL,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,bullish,JJ,because,IN,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,of,IN,NULL,NULL,5
big,NP,board,NP,short,JJ,ratio,NN,NULL,NULL,slipped,VBD,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
where,WRB,NULL,NULL,short,JJ,NULL,NULL,slid,VBD,to,TO,5
the,DT,amex,NP,short,JJ,volume,NN,leader,NN,NULL,NULL,5
NULL,NULL,a,DT,short,JJ,position,NN,NULL,NULL,of,IN,5
do,VBP,include,VB,NULL,NULL,costs,NNS,NULL,NULL,of,IN,6
NULL,NULL,more,RBR,attractive,JJ,rates,NNS,NULL,NULL,pushed,VBD,6
NULL,NULL,for,IN,NULL,NULL,payments,NNS,NULL,NULL,from,IN,6
for,IN,NULL,NULL,foregone,JJ,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,may,MD,6
about,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,a,DT,key,JJ,rate,NN,NULL,NULL,to,TO,6
after,RB,NULL,NULL,watching,VBG,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,a,DT,controlling,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,almost,RB,6
NULL,NULL,falling,VBG,NULL,NULL,rates,NNS,NULL,NULL,force,VBP,6
pay,VBP,NULL,NULL,higher,JJR,NULL,NULL,than,IN,newly,RB,6
NULL,NULL,when,WRB,NULL,NULL,rates,NNS,NULL,NULL,have,VBP,6
save,VBP,on,IN,NULL,NULL,costs,NNS,NULL,NULL,X,X,6
doubts,VBZ,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
NULL,NULL,a,DT,resettable,JJ,rate,NN,NULL,NULL,and,CC,6
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
and,CC,NULL,NULL,debt,NN,NULL,NULL,X,X,NULL,NULL,6
sell,VB,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
sell,VB,NULL,NULL,its,'PP\S',NULL,NULL,NULL,NULL,along,IN,5
atlas,NP,estate,NN,'\'s',POS,NULL,NULL,NULL,NULL,shortly,RB,5
enforce,VB,NULL,NULL,their,'PP\S',NULL,NULL,NULL,NULL,have,VBP,4
and,CC,NULL,NULL,financial,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,warner,NP,'\'s',POS,NULL,NULL,to,TO,accommodate,VB,4
NULL,NULL,its,'PP\S',own,JJ,NULL,NULL,to,TO,let,VB,4
NULL,NULL,columbia,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,on,IN,NULL,NULL,6
represent,VBP,NULL,NULL,an,DT,NULL,NULL,only,RB,in,IN,5
not,RB,represent,VB,NULL,NULL,NULL,NULL,in,IN,or,CC,5
holds,VBZ,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,the,DT,NULL,NULL,hit,VBD,hardest,RBS,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,NULL,NULL,that,WDT,5
NULL,NULL,excluding,VBG,NULL,NULL,NULL,NULL,NULL,NULL,increased,VBD,6
such,JJ,clear,JJ,strategic,JJ,NULL,NULL,NULL,NULL,waiting,VBG,4
and,CC,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will,MD,be,VB,6
is,VBZ,of,IN,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,2
the,DT,subscriber,NN,'\'s',POS,area,NN,NULL,NULL,X,X,3
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,soviet,JJ,NULL,NULL,also,RB,pushed,VBD,1
NULL,NULL,a,DT,one-third,JJ,NULL,NULL,in,IN,NULL,NULL,5
to,TO,reduce,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
of,IN,NULL,NULL,private,JJ,NULL,NULL,X,X,NULL,NULL,4
also,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,other,JJ,business,NN,NULL,NULL,and,CC,do,VB,3
NULL,NULL,a,DT,controlling,VBG,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,income,NN,NULL,NULL,X,X,6
NULL,NULL,the,DT,lower,JJR,income,NN,NULL,NULL,occurred,VBD,6
to,TO,NULL,NULL,minority,NN,NULL,NULL,rose,VBD,to,TO,5
to,TO,NULL,NULL,minority,NN,NULL,NULL,X,X,NULL,NULL,5
revive,VB,NULL,NULL,consumer,NN,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,a,DT,one-sixth,JJ,NULL,NULL,in,IN,NULL,NULL,5
and,CC,NULL,NULL,higher,JJR,expenses,NNS,NULL,NULL,X,X,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,doman,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,remains,VBZ,6
NULL,NULL,NULL,NULL,investor,NN,switches,VBZ,NULL,NULL,back,RB,1
also,RB,attracted,VBD,NULL,NULL,NULL,NULL,for,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,high,JJ,uXkX,NP,rates,NNS,NULL,NULL,X,X,6
of,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
of,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,higher,JJR,margins,NNS,NULL,NULL,and,CC,6
big,NP,board,NP,short,JJ,NULL,NULL,fell,VBD,NULL,NULL,5
some,DT,fresh,JJ,buying,NN,NULL,NULL,later,RB,in,IN,1
now,RB,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
and,CC,NULL,NULL,management,NN,NULL,NULL,will,MD,be,VB,5
and,CC,NULL,NULL,management,NN,was,VBD,'n\'t',RB,NULL,NULL,5
sell,VB,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
are,VBP,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,from,IN,1
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
and,CC,NULL,NULL,tighter,JJR,margins,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,NULL,NULL,expense,NN,NULL,NULL,is,VBZ,6
NULL,NULL,lower,JJR,net,JJ,expense,NN,NULL,NULL,X,X,6
missed,VBD,NULL,NULL,an,DT,payment,NN,NULL,NULL,to,TO,6
NULL,NULL,and,CC,NULL,NULL,payments,NNS,NULL,NULL,owed,VBD,6
NULL,NULL,uXsX,NP,cellular,JJ,NULL,NULL,in,IN,NULL,NULL,5
holds,VBZ,NULL,NULL,an,DT,NULL,NULL,NULL,NULL,or,CC,5
has,VBZ,NULL,NULL,an,DT,NULL,NULL,there,RB,or,CC,5
lin,NP,'\'s',POS,best,JJS,NULL,NULL,X,X,NULL,NULL,4
the,DT,company,NN,'\'s',POS,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,far,RB,less,JJR,NULL,NULL,NULL,NULL,by,IN,6
NULL,NULL,NULL,NULL,higher,JJR,margins,NNS,NULL,NULL,and,CC,6
in,IN,NULL,NULL,brazilian,JJ,NULL,NULL,paid,VBN,NULL,NULL,6
4X52,AB,NULL,NULL,net,JJ,margin,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,other,JJ,business,NN,NULL,NULL,NULL,NULL,NULL,NULL,3
of,IN,NULL,NULL,public,JJ,NULL,NULL,NULL,NULL,at,IN,4
of,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,remained,VBD,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
hanging,VBG,over,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,NULL,NULL,NULL,NULL,rate-sensitive,JJ,shares,NNS,NULL,NULL,6
NULL,NULL,allowing,VBG,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
company,NN,'\'s',POS,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,majority,NN,NULL,NULL,in,IN,NULL,NULL,5
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
like,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,or,CC,6
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,the,DT,public,JJ,NULL,NULL,X,X,NULL,NULL,4
for,IN,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,low,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
'n\'t',RB,accruing,VBG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,its,'PP\S',soft-drink,NN,NULL,NULL,NULL,NULL,did,VBD,5
NULL,NULL,its,'PP\S',brewing,NN,NULL,NULL,NULL,NULL,in,IN,5
NULL,NULL,NULL,NULL,those,DT,NULL,NULL,include,VBP,NULL,NULL,5
will,MD,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,accruing,VBG,instead,RB,6
NULL,NULL,accrued,VBN,NULL,NULL,NULL,NULL,is,VBZ,deductible,JJ,6
from,IN,NULL,NULL,buy-out,NN,payments,NNS,NULL,NULL,NULL,NULL,6
than,IN,just,RB,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,a,DT,lower,JJR,rate,NN,NULL,NULL,NULL,NULL,6
'n\'t',RB,pay,VB,NULL,NULL,NULL,NULL,for,IN,at,IN,6
NULL,NULL,until,IN,NULL,NULL,NULL,NULL,is,VBZ,actually,RB,6
NULL,NULL,the,DT,accrued,VBN,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,NULL,NULL,the,DT,deduction,NN,NULL,NULL,was,VBD,6
NULL,NULL,northrop,NP,'\'s',POS,expense,NN,NULL,NULL,also,RB,6
NULL,NULL,NULL,NULL,its,'PP\S',expense,NN,NULL,NULL,surged,VBD,6
against,IN,NULL,NULL,entrenched,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,computing,VBG,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
purchase,VB,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,majority,NN,NULL,NULL,later,RB,X,X,5
NULL,NULL,in,IN,NULL,NULL,costs,NNS,NULL,NULL,X,X,6
the,DT,best,JJS,long-term,JJ,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,NULL,NULL,initial,JJ,rate,NN,NULL,NULL,set,VBN,6
NULL,NULL,NULL,NULL,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
NULL,NULL,where,WRB,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,barely,RB,6
NULL,NULL,NULL,NULL,different,JJ,NULL,NULL,NULL,NULL,can,MD,3
that,IN,NULL,NULL,their,'PP\S',NULL,NULL,are,VBP,being,VBG,4
has,VBZ,NULL,NULL,widespread,JJ,NULL,NULL,in,IN,manufacturing,NN,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
to,TO,stir,VB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
by,IN,NULL,NULL,lower,JJR,income,NN,NULL,NULL,NULL,NULL,6
because,IN,of,IN,NULL,NULL,expense,NN,NULL,NULL,of,IN,6
NULL,NULL,NULL,NULL,NULL,NULL,expense,NN,NULL,NULL,in,IN,6
offers,VBZ,NULL,NULL,significant,JJ,rate,NN,savings,NNS,NULL,NULL,6
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
'\'s',POS,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
and,CC,NULL,NULL,minority,NN,NULL,NULL,increased,VBD,NULL,NULL,5
and,CC,NULL,NULL,minority,NN,NULL,NULL,but,CC,before,IN,5
has,VBZ,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,financial,JJ,NULL,NULL,NULL,NULL,in,IN,5
NULL,NULL,a,DT,financial,JJ,NULL,NULL,NULL,NULL,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,around,IN,6
NULL,NULL,an,DT,average,JJ,rate,NN,NULL,NULL,of,IN,6
NULL,NULL,in,IN,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,because,IN,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,the,DT,public,JJ,NULL,NULL,if,IN,NULL,NULL,4
heavily,RB,on,IN,NULL,NULL,rate-sensitive,JJ,stocks,NNS,NULL,NULL,6
found,VBD,buying,NN,NULL,NULL,NULL,NULL,after,IN,being,VBG,1
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
company,NN,'\'s',POS,chemicals,NNS,NULL,NULL,include,VBP,NULL,NULL,5
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,as,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,this,DT,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,an,DT,export,NN,NULL,NULL,among,IN,NULL,NULL,1
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,NULL,NULL,in,IN,3
primarily,RB,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
to,TO,NULL,NULL,uXsX,NP,NULL,NULL,X,X,NULL,NULL,4
satisfying,VBG,NULL,NULL,its,'PP\S',NULL,NULL,was,VBD,NULL,NULL,4
and,CC,NULL,NULL,lower,VB,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,p&g,NP,'\'s',POS,NULL,NULL,at,IN,NULL,NULL,4
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will,MD,be,VB,6
on,IN,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
a,DT,key,JJ,short-term,JJ,rate,NN,NULL,NULL,to,TO,6
said,VBD,NULL,NULL,no,DT,payments,NNS,NULL,NULL,from,IN,6
in,IN,NULL,NULL,net,JJ,margin,NN,NULL,NULL,with,IN,6
fargo,NP,'\'s',POS,net,JJ,income,NN,NULL,NULL,rose,VBD,6
of,IN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,net,JJ,margin-the,NN,difference,NN,NULL,NULL,6
unrelated,JJ,to,TO,NULL,NULL,NULL,NULL,rose,VBD,NULL,NULL,6
unrelated,JJ,to,TO,NULL,NULL,NULL,NULL,and,CC,said,VBD,6
NULL,NULL,NULL,NULL,net,JJ,income,NN,NULL,NULL,in,IN,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
have,VBP,NULL,NULL,an,DT,NULL,NULL,in,IN,preserving,VBG,4
growing,VBG,NULL,NULL,uXsX,NP,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,costs,NNS,NULL,NULL,of,IN,6
NULL,NULL,the,DT,public,JJ,NULL,NULL,and,CC,hence,RB,4
despite,IN,NULL,NULL,falling,VBG,rates,NNS,NULL,NULL,X,X,6
been,VBN,NULL,NULL,greater,JJR,NULL,NULL,in,IN,NULL,NULL,1
closely,RB,follow,VB,NULL,NULL,rate,NN,trends,NNS,NULL,NULL,6
NULL,NULL,when,WRB,NULL,NULL,rates,NNS,NULL,NULL,were,VBD,6
that,IN,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,will,MD,6
of,IN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
key,JJ,federal,JJ,funds,NNS,rate,NN,NULL,NULL,to,TO,6
NULL,NULL,its,'PP\S',equity,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,average,JJ,rate,NN,NULL,NULL,fell,VBD,6
'n\'t',RB,lost,VBN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
to,TO,make,VB,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
will,MD,bear,VB,NULL,NULL,NULL,NULL,at,IN,NULL,NULL,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,of,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,expressed,VBN,by,IN,1
despite,IN,NULL,NULL,renewed,VBN,NULL,NULL,by,IN,NULL,NULL,1
NULL,NULL,some,DT,advertiser,NN,NULL,NULL,X,X,NULL,NULL,1
have,VB,lost,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
stir,VB,up,RP,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,express,VBP,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
protecting,VBG,NULL,NULL,his,'PP\S',NULL,NULL,X,X,NULL,NULL,4
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,6X25,AB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
have,VBP,NULL,NULL,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
should,MD,bring,VB,NULL,NULL,rates,NNS,NULL,NULL,down,RB,6
says,VBZ,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,annualized,VBN,NULL,NULL,rates,NNS,NULL,NULL,on,IN,6
'\'s',POS,industrial,JJ,gas,NN,NULL,NULL,and,CC,expand,VB,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
of,IN,NULL,NULL,institutional,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,in,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,from,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,the,DT,low,JJ,rate,NN,NULL,NULL,and,CC,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,NULL,NULL,but,CC,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
pay,VBP,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,billion,AB,including,VBG,NULL,NULL,over,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,net,JJ,income,NN,NULL,NULL,sank,VBD,6
NULL,NULL,NULL,NULL,the,DT,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,of,IN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
NULL,NULL,NULL,NULL,net,JJ,income,NN,NULL,NULL,would,MD,6
been,VBN,accruing,VBG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,of,IN,NULL,NULL,income,NN,NULL,NULL,in,IN,6
other,JJ,than,IN,NULL,NULL,NULL,NULL,climbed,VBD,NULL,NULL,6
ncnb,NP,'\'s',POS,net,JJ,margin,NN,NULL,NULL,in,IN,6
in,IN,NULL,NULL,net,JJ,income,NN,NULL,NULL,NULL,NULL,6
pacific,NP,'\'s',POS,net,JJ,margin,NN,NULL,NULL,fell,VBD,6
derived,VBN,from,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
the,DT,company,NN,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,5
including,VBG,NULL,NULL,net,JJ,NULL,NULL,NULL,NULL,down,RB,6
working,VBG,and,CC,NULL,NULL,rates,NNS,NULL,NULL,down,RB,6
the,DT,national,JJ,economic,JJ,NULL,NULL,are,VBP,much,RB,4
NULL,NULL,the,DT,private,JJ,NULL,NULL,of,IN,NULL,NULL,4
the,DT,most,RBS,public,JJ,NULL,NULL,NULL,NULL,NULL,NULL,1
and,CC,NULL,NULL,minority,NN,NULL,NULL,of,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,fell,VBD,6
NULL,NULL,all,DT,the,DT,NULL,NULL,X,X,NULL,NULL,1
and,CC,NULL,NULL,higher,JJR,income,NN,NULL,NULL,X,X,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,its,'PP\S',trading,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,other,JJ,NULL,NULL,are,VBP,owned,VBN,5
NULL,NULL,NULL,NULL,the,DT,rate,NN,NULL,NULL,on,IN,6
expect,VBP,NULL,NULL,potential,JJ,NULL,NULL,from,IN,NULL,NULL,1
NULL,NULL,a,DT,key,JJ,rate,NN,NULL,NULL,to,TO,6
key,JJ,federal,JJ,funds,NNS,rate,NN,NULL,NULL,to,TO,6
influences,VBZ,NULL,NULL,other,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
down,RB,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
supply,VB,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,and,CC,6
could,MD,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,were,VBD,6
lower,VB,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,by,IN,6
now,RB,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
concerning,VBG,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,rather,RB,6
britain,NP,'\'s',POS,base,NN,rate,NN,NULL,NULL,stands,VBZ,6
to,TO,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
mrX,NP,simmons,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,have,VBP,6
quickly,RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
to,TO,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,raised,VBD,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
'n\'t',RB,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,merely,RB,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,for,IN,NULL,NULL,6
long-term,JJ,government,NN,bond,NN,rates,NNS,NULL,NULL,NULL,NULL,6
pay,VB,NULL,NULL,the,DT,NULL,NULL,NULL,NULL,but,CC,6
NULL,NULL,and,CC,NULL,NULL,rates,NNS,NULL,NULL,paid,VBN,6
had,VBD,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,income,NN,NULL,NULL,from,IN,6
NULL,NULL,NULL,NULL,the,DT,rate,NN,NULL,NULL,promised,VBD,6
NULL,NULL,between,IN,NULL,NULL,rates,NNS,NULL,NULL,in,IN,6
to,TO,reduce,VB,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,usually,RB,6
that,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,would,MD,6
NULL,NULL,official,JJ,domestic,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
raising,VBG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
NULL,NULL,lower,JJR,uXsX,NP,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
sold,VBN,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,the,DT,hooker,NP,NULL,NULL,in,IN,NULL,NULL,5
weak,JJ,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,were,VBD,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
much,RB,broader,JJR,business,NN,NULL,NULL,and,CC,so,RB,5
NULL,NULL,p&g,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,over,IN,NULL,NULL,rates,NNS,NULL,NULL,caused,VBN,6
to,TO,allow,VB,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
caused,VBN,by,IN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
on,IN,NULL,NULL,the,DT,NULL,NULL,from,IN,NULL,NULL,6
postpone,VBP,NULL,NULL,cash,NN,payments,NNS,NULL,NULL,X,X,6
